ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,baro_t,baro_p,_FORMAT,throttle_pct
1753943719.4600139,7665.9658203125,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1304.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.5107422,7666.0068359375,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1304.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.5614939,7666.0478515625,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1304.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.6122878,7666.0888671875,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1304.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.6630988,7666.1767578125,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1302.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.7139437,7666.2177734375,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1302.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.7645562,7666.2587890625,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1302.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.815596,7666.2998046875,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1302.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.8666222,7666.3828125,7491.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1302.0,30.0,nan,nan,45.349998474121094,972.1810913085938,<16f,20
1753943719.9173508,7666.43798828125,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,0.8999999761581421,1310.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
